wine_type,wine_category,food_item,food_category,cuisine,description,quality_label,target_bin,split
Grüner Veltliner,White,grilled ribeye,Red Meat,American BBQ,Heuristic pairing assessment.,Poor,0,train
Tempranillo,Red,gazpacho,Acidic,Mexican,Acidic wine balances acidic food.,Excellent,1,train
Sauternes,Dessert,bacon burger,Pork,American BBQ,Idealized perfect pairing example for contrast.,Excellent,1,train
Pinot Noir,Red,grilled ribeye,Red Meat,Mexican,Deliberately bad pairing example for contrast.,Terrible,0,train
Sangiovese,Red,roast lamb,Red Meat,Indian,Tannic red complements red meat fat.,Excellent,1,train
Cava,Sparkling,caprese salad,Acidic,Moroccan,Heuristic pairing assessment.,Good,1,train
Grüner Veltliner,White,carbonara,Creamy,Japanese,Too lean for creamy dish.,Neutral,0,train
Malbec,Red,roast lamb,Red Meat,Italian,Deliberately bad pairing example for contrast.,Terrible,0,train
Ice Wine,Dessert,cheese platter,Cheese,Greek,Deliberately bad pairing example for contrast.,Terrible,0,train
Grenache,Red,gazpacho,Acidic,Italian,Deliberately bad pairing example for contrast.,Terrible,0,train
Sauvignon Blanc,White,mushroom risotto,Vegetarian,Chinese (Sichuan),Deliberately bad pairing example for contrast.,Terrible,0,train
Grüner Veltliner,White,citrus salad,Acidic,Japanese,Acidic wine balances acidic food.,Good,1,train
Torrontés,White,fondue,Cheese,French,Heuristic pairing assessment.,Poor,0,train
Grenache,Red,roast lamb,Red Meat,American BBQ,Delicate wine overwhelmed by red meat.,Neutral,0,train
Ice Wine,Dessert,bbq brisket,Red Meat,Ethiopian,Idealized perfect pairing example for contrast.,Excellent,1,train
Viognier,White,beef stew,Red Meat,Italian,Idealized perfect pairing example for contrast.,Excellent,1,train
Sauvignon Blanc,White,fish tacos,Seafood,Ethiopian,Deliberately bad pairing example for contrast.,Terrible,0,train
Gewürztraminer,White,caprese salad,Acidic,American BBQ,Deliberately bad pairing example for contrast.,Terrible,0,train
Tempranillo,Red,mac and cheese,Cheese,Spanish,Heuristic pairing assessment.,Neutral,0,train
Torrontés,White,citrus salad,Acidic,Japanese,Acidic wine balances acidic food.,Good,1,train
Viognier,White,cheese platter,Cheese,Greek,Idealized perfect pairing example for contrast.,Excellent,1,train
Sauvignon Blanc,White,roast lamb,Red Meat,Vietnamese,Delicate wine overwhelmed by red meat.,Terrible,0,train
Sauvignon Blanc,White,grilled ribeye,Red Meat,American BBQ,Heuristic pairing assessment.,Neutral,0,train
Cabernet Sauvignon,Red,citrus salad,Acidic,Spanish,Acidic wine balances acidic food.,Excellent,1,train
Sangiovese,Red,mac and cheese,Cheese,Moroccan,Heuristic pairing assessment.,Good,1,train
Syrah/Shiraz,Red,citrus salad,Acidic,Chinese (Sichuan),Acidic wine balances acidic food.,Neutral,0,train
Sauvignon Blanc,White,grilled ribeye,Red Meat,German,Heuristic pairing assessment.,Neutral,0,train
Ice Wine,Dessert,caprese salad,Acidic,Argentinian,Heuristic pairing assessment.,Good,1,train
Madeira,Fortified,grilled ribeye,Red Meat,German,Heuristic pairing assessment.,Good,1,train
Grüner Veltliner,White,roast lamb,Red Meat,American BBQ,Delicate wine overwhelmed by red meat.,Neutral,0,train
Pinot Noir,Red,bbq brisket,Red Meat,Indian,Delicate wine overwhelmed by red meat.,Terrible,0,train
Ice Wine,Dessert,gazpacho,Acidic,Italian,Acidic wine balances acidic food.,Good,1,train
Sauvignon Blanc,White,oysters,Seafood,American BBQ,Deliberately bad pairing example for contrast.,Terrible,0,train
Champagne,Sparkling,caprese salad,Acidic,German,Idealized perfect pairing example for contrast.,Excellent,1,train
Gewürztraminer,White,citrus salad,Acidic,Middle Eastern,Low-acid wine seems flabby vs acids.,Poor,0,train
Tempranillo,Red,beef stew,Red Meat,Thai,Heuristic pairing assessment.,Neutral,0,train
Cava,Sparkling,citrus salad,Acidic,Vietnamese,Acidic wine balances acidic food.,Excellent,1,train
Riesling (dry),White,caprese salad,Acidic,Italian,Heuristic pairing assessment.,Poor,0,train
Riesling (dry),White,mac and cheese,Cheese,German,Heuristic pairing assessment.,Good,1,train
Champagne,Sparkling,fondue,Cheese,Korean,Heuristic pairing assessment.,Neutral,0,train
Grenache,Red,olives and cheese,Salty Snack,Greek,Deliberately bad pairing example for contrast.,Terrible,0,train
Chardonnay,White,pork tenderloin,Pork,Vietnamese,Idealized perfect pairing example for contrast.,Excellent,1,train
Sauternes,Dessert,cheese platter,Cheese,French,Heuristic pairing assessment.,Good,1,train
Albariño,White,caprese salad,Acidic,Mexican,Idealized perfect pairing example for contrast.,Excellent,1,train
Torrontés,White,caprese salad,Acidic,American BBQ,Heuristic pairing assessment.,Poor,0,train
Riesling (dry),White,fondue,Cheese,Ethiopian,Heuristic pairing assessment.,Neutral,0,train
Sauvignon Blanc,White,mushroom risotto,Vegetarian,German,Deliberately bad pairing example for contrast.,Terrible,0,train
Barbera,Red,gazpacho,Acidic,Korean,Acidic wine balances acidic food.,Excellent,1,train
Sauternes,Dessert,vegetable curry,Vegetarian,Mexican,Deliberately bad pairing example for contrast.,Terrible,0,train
Merlot,Red,citrus salad,Acidic,Italian,Acidic wine balances acidic food.,Neutral,0,train
Ice Wine,Dessert,grilled ribeye,Red Meat,Indian,Heuristic pairing assessment.,Poor,0,train
Zinfandel,Red,bbq brisket,Red Meat,Mexican,Tannic red complements red meat fat.,Good,1,train
Grüner Veltliner,White,cheese platter,Cheese,Korean,Heuristic pairing assessment.,Neutral,0,train
Cava,Sparkling,beef stew,Red Meat,American BBQ,Deliberately bad pairing example for contrast.,Terrible,0,train
Nebbiolo,Red,fondue,Cheese,Korean,Deliberately bad pairing example for contrast.,Terrible,0,train
Madeira,Fortified,citrus salad,Acidic,Argentinian,Deliberately bad pairing example for contrast.,Terrible,0,train
Grenache,Red,beef stew,Red Meat,Ethiopian,Idealized perfect pairing example for contrast.,Excellent,1,train
Chardonnay,White,bbq brisket,Red Meat,Korean,Delicate wine overwhelmed by red meat.,Neutral,0,train
Nebbiolo,Red,caprese salad,Acidic,Korean,Heuristic pairing assessment.,Good,1,train
Chenin Blanc,White,citrus salad,Acidic,Greek,Acidic wine balances acidic food.,Excellent,1,train
Nebbiolo,Red,caprese salad,Acidic,French,Heuristic pairing assessment.,Poor,0,train
Cabernet Sauvignon,Red,mac and cheese,Cheese,Mexican,Heuristic pairing assessment.,Poor,0,train
Sauternes,Dessert,oysters,Seafood,Chinese (Sichuan),Tannic reds clash with delicate seafood.,Neutral,0,train
Cabernet Sauvignon,Red,fondue,Cheese,Ethiopian,Heuristic pairing assessment.,Neutral,0,train
Pinot Noir,Red,cheese platter,Cheese,Indian,Heuristic pairing assessment.,Neutral,0,train
Cabernet Sauvignon,Red,bbq ribs,Smoky BBQ,French,Idealized perfect pairing example for contrast.,Excellent,1,train
Syrah/Shiraz,Red,gazpacho,Acidic,German,Acidic wine balances acidic food.,Good,1,train
Chardonnay,White,bacon burger,Pork,Japanese,Deliberately bad pairing example for contrast.,Terrible,0,train
Albariño,White,caprese salad,Acidic,Ethiopian,Deliberately bad pairing example for contrast.,Terrible,0,train
Barbera,Red,fondue,Cheese,Spanish,Heuristic pairing assessment.,Neutral,0,train
Cabernet Sauvignon,Red,gazpacho,Acidic,Argentinian,Acidic wine balances acidic food.,Excellent,1,train
Ice Wine,Dessert,cheesecake,Dessert,Mexican,Deliberately bad pairing example for contrast.,Terrible,0,train
Nebbiolo,Red,cheese platter,Cheese,Mexican,Heuristic pairing assessment.,Neutral,0,train
Gamay (Beaujolais),Red,beef stew,Red Meat,Japanese,Heuristic pairing assessment.,Poor,0,train
Port,Fortified,citrus salad,Acidic,Korean,Low-acid wine seems flabby vs acids.,Neutral,0,train
Sangiovese,Red,mushroom risotto,Vegetarian,American BBQ,Idealized perfect pairing example for contrast.,Excellent,1,train
White Zinfandel,Rosé,roast lamb,Red Meat,Korean,Idealized perfect pairing example for contrast.,Excellent,1,train
Ice Wine,Dessert,fondue,Cheese,Spanish,Heuristic pairing assessment.,Neutral,0,train
Port,Fortified,grilled ribeye,Red Meat,Korean,Heuristic pairing assessment.,Good,1,train
Syrah/Shiraz,Red,citrus salad,Acidic,Korean,Deliberately bad pairing example for contrast.,Terrible,0,train
Tempranillo,Red,gazpacho,Acidic,French,Acidic wine balances acidic food.,Neutral,0,train
Champagne,Sparkling,olives and cheese,Salty Snack,Chinese (Sichuan),Idealized perfect pairing example for contrast.,Excellent,1,train
Cabernet Sauvignon,Red,bbq brisket,Red Meat,French,Deliberately bad pairing example for contrast.,Terrible,0,train
Nebbiolo,Red,Thai curry,Spicy,Middle Eastern,Deliberately bad pairing example for contrast.,Terrible,0,train
Nebbiolo,Red,cheese platter,Cheese,Moroccan,Heuristic pairing assessment.,Poor,0,train
Pinot Noir,Red,fondue,Cheese,French,Heuristic pairing assessment.,Good,1,train
Merlot,Red,bbq brisket,Red Meat,Chinese (Sichuan),Deliberately bad pairing example for contrast.,Terrible,0,train
Gewürztraminer,White,beef stew,Red Meat,French,Heuristic pairing assessment.,Neutral,0,train
Torrontés,White,citrus salad,Acidic,Italian,Acidic wine balances acidic food.,Neutral,0,train
Madeira,Fortified,grilled ribeye,Red Meat,Mexican,Heuristic pairing assessment.,Good,1,train
Cava,Sparkling,grilled ribeye,Red Meat,Korean,Heuristic pairing assessment.,Good,1,train
Grüner Veltliner,White,mac and cheese,Cheese,Argentinian,Heuristic pairing assessment.,Neutral,0,train
Gamay (Beaujolais),Red,oysters,Seafood,Ethiopian,Idealized perfect pairing example for contrast.,Excellent,1,train
Viognier,White,mac and cheese,Cheese,Thai,Deliberately bad pairing example for contrast.,Terrible,0,train
Grüner Veltliner,White,beef stew,Red Meat,Korean,Heuristic pairing assessment.,Good,1,train
Gamay (Beaujolais),Red,beef stew,Red Meat,Vietnamese,Heuristic pairing assessment.,Good,1,train
Sauternes,Dessert,olives and cheese,Salty Snack,Middle Eastern,Idealized perfect pairing example for contrast.,Excellent,1,train
Sauvignon Blanc,White,caprese salad,Acidic,Vietnamese,Heuristic pairing assessment.,Poor,0,train
Barbera,Red,caprese salad,Acidic,Argentinian,Heuristic pairing assessment.,Poor,0,train
Grüner Veltliner,White,mac and cheese,Cheese,French,Heuristic pairing assessment.,Good,1,train
Cava,Sparkling,citrus salad,Acidic,Ethiopian,Acidic wine balances acidic food.,Good,1,train
Cava,Sparkling,grilled ribeye,Red Meat,American BBQ,Heuristic pairing assessment.,Good,1,train
Sauvignon Blanc,White,alfredo pasta,Creamy,Thai,Deliberately bad pairing example for contrast.,Terrible,0,train
Merlot,Red,olives and cheese,Salty Snack,American BBQ,Idealized perfect pairing example for contrast.,Excellent,1,train
Sauvignon Blanc,White,carbonara,Creamy,Greek,Too lean for creamy dish.,Neutral,0,train
Malbec,Red,citrus salad,Acidic,Japanese,Acidic wine balances acidic food.,Excellent,1,train
Riesling (dry),White,Indian vindaloo,Spicy,Middle Eastern,Deliberately bad pairing example for contrast.,Terrible,0,train
Sauternes,Dessert,chicken curry,Poultry,Chinese (Sichuan),Idealized perfect pairing example for contrast.,Excellent,1,train
Syrah/Shiraz,Red,caprese salad,Acidic,Thai,Heuristic pairing assessment.,Good,1,train
Grenache,Red,caprese salad,Acidic,Korean,Heuristic pairing assessment.,Good,1,train
Sauvignon Blanc,White,roast lamb,Red Meat,Thai,Deliberately bad pairing example for contrast.,Terrible,0,train
Tempranillo,Red,caprese salad,Acidic,Argentinian,Idealized perfect pairing example for contrast.,Excellent,1,train
Sauternes,Dessert,charcuterie board,Salty Snack,Spanish,Deliberately bad pairing example for contrast.,Terrible,0,train
Cabernet Sauvignon,Red,cheese platter,Cheese,French,Heuristic pairing assessment.,Good,1,train
Champagne,Sparkling,oysters,Seafood,Ethiopian,Deliberately bad pairing example for contrast.,Terrible,0,train
Gamay (Beaujolais),Red,mac and cheese,Cheese,Thai,Heuristic pairing assessment.,Good,1,train
Grüner Veltliner,White,grilled ribeye,Red Meat,Chinese (Sichuan),Heuristic pairing assessment.,Poor,0,train
Grüner Veltliner,White,fish tacos,Seafood,Chinese (Sichuan),Deliberately bad pairing example for contrast.,Terrible,0,train
Sauternes,Dessert,grilled ribeye,Red Meat,Greek,Heuristic pairing assessment.,Good,1,train
Grenache,Red,bbq brisket,Red Meat,French,Deliberately bad pairing example for contrast.,Terrible,0,train
Syrah/Shiraz,Red,caprese salad,Acidic,Spanish,Heuristic pairing assessment.,Neutral,0,train
Grenache,Red,gazpacho,Acidic,Thai,Acidic wine balances acidic food.,Excellent,1,train
Barbera,Red,fondue,Cheese,Middle Eastern,Heuristic pairing assessment.,Poor,0,train
Sangiovese,Red,bbq brisket,Red Meat,Chinese (Sichuan),Tannic red complements red meat fat.,Excellent,1,train
Malbec,Red,caprese salad,Acidic,Vietnamese,Heuristic pairing assessment.,Good,1,train
Gamay (Beaujolais),Red,grilled ribeye,Red Meat,Japanese,Heuristic pairing assessment.,Poor,0,train
Torrontés,White,beef stew,Red Meat,Ethiopian,Deliberately bad pairing example for contrast.,Terrible,0,train
Chardonnay,White,caprese salad,Acidic,Chinese (Sichuan),Heuristic pairing assessment.,Neutral,0,train
White Zinfandel,Rosé,fondue,Cheese,German,Heuristic pairing assessment.,Neutral,0,train
Sauternes,Dessert,shrimp scampi,Seafood,Moroccan,Tannic reds clash with delicate seafood.,Neutral,0,train
Gewürztraminer,White,fondue,Cheese,Middle Eastern,Idealized perfect pairing example for contrast.,Excellent,1,train
Viognier,White,gazpacho,Acidic,German,Idealized perfect pairing example for contrast.,Excellent,1,train
White Zinfandel,Rosé,gazpacho,Acidic,Chinese (Sichuan),Low-acid wine seems flabby vs acids.,Neutral,0,train
Torrontés,White,grilled ribeye,Red Meat,Vietnamese,Heuristic pairing assessment.,Poor,0,train
Provence Rosé,Rosé,caprese salad,Acidic,Japanese,Heuristic pairing assessment.,Poor,0,train
Sangiovese,Red,citrus salad,Acidic,German,Deliberately bad pairing example for contrast.,Terrible,0,train
Chenin Blanc,White,citrus salad,Acidic,Chinese (Sichuan),Acidic wine balances acidic food.,Excellent,1,train
Sangiovese,Red,beef stew,Red Meat,Greek,Idealized perfect pairing example for contrast.,Excellent,1,train
Grenache,Red,gazpacho,Acidic,Middle Eastern,Acidic wine balances acidic food.,Neutral,0,train
Riesling (dry),White,citrus salad,Acidic,German,Acidic wine balances acidic food.,Excellent,1,train
Champagne,Sparkling,grilled ribeye,Red Meat,Indian,Heuristic pairing assessment.,Poor,0,train
Barbera,Red,fondue,Cheese,Chinese (Sichuan),Heuristic pairing assessment.,Poor,0,train
White Zinfandel,Rosé,roast lamb,Red Meat,Indian,Delicate wine overwhelmed by red meat.,Neutral,0,train
Champagne,Sparkling,gazpacho,Acidic,Middle Eastern,Acidic wine balances acidic food.,Excellent,1,train
Merlot,Red,cheese platter,Cheese,American BBQ,Heuristic pairing assessment.,Good,1,train
Sauvignon Blanc,White,grilled salmon,Seafood,German,Deliberately bad pairing example for contrast.,Terrible,0,train
Sangiovese,Red,bbq brisket,Red Meat,Vietnamese,Tannic red complements red meat fat.,Good,1,train
Provence Rosé,Rosé,bbq brisket,Red Meat,Korean,Idealized perfect pairing example for contrast.,Excellent,1,train
Torrontés,White,gazpacho,Acidic,Vietnamese,Acidic wine balances acidic food.,Neutral,0,train
Ice Wine,Dessert,grilled burger,Smoky BBQ,Italian,Deliberately bad pairing example for contrast.,Terrible,0,train
Ice Wine,Dessert,beef stew,Red Meat,Vietnamese,Heuristic pairing assessment.,Poor,0,train
Pinot Noir,Red,mac and cheese,Cheese,Mexican,Heuristic pairing assessment.,Good,1,train
Cabernet Sauvignon,Red,gazpacho,Acidic,Korean,Acidic wine balances acidic food.,Good,1,train
Grüner Veltliner,White,alfredo pasta,Creamy,Argentinian,Too lean for creamy dish.,Neutral,0,train
Grenache,Red,fondue,Cheese,Italian,Heuristic pairing assessment.,Good,1,train
Sauternes,Dessert,roast lamb,Red Meat,Indian,Delicate wine overwhelmed by red meat.,Neutral,0,train
Pinot Noir,Red,beef stew,Red Meat,German,Heuristic pairing assessment.,Poor,0,train
Grüner Veltliner,White,gazpacho,Acidic,Mexican,Acidic wine balances acidic food.,Good,1,train
Cava,Sparkling,fondue,Cheese,Ethiopian,Heuristic pairing assessment.,Poor,0,train
Cava,Sparkling,roast lamb,Red Meat,Middle Eastern,Delicate wine overwhelmed by red meat.,Terrible,0,train
Provence Rosé,Rosé,fondue,Cheese,Indian,Heuristic pairing assessment.,Poor,0,train
Syrah/Shiraz,Red,cheese platter,Cheese,Argentinian,Heuristic pairing assessment.,Poor,0,train
Sauvignon Blanc,White,cheesecake,Dessert,Moroccan,Idealized perfect pairing example for contrast.,Excellent,1,train
Tempranillo,Red,beef stew,Red Meat,Italian,Heuristic pairing assessment.,Good,1,train
Provence Rosé,Rosé,roast lamb,Red Meat,Thai,Delicate wine overwhelmed by red meat.,Neutral,0,train
Malbec,Red,caprese salad,Acidic,Ethiopian,Heuristic pairing assessment.,Poor,0,train
Grüner Veltliner,White,alfredo pasta,Creamy,Korean,Too lean for creamy dish.,Neutral,0,train
Madeira,Fortified,citrus salad,Acidic,Vietnamese,Acidic wine balances acidic food.,Neutral,0,train
White Zinfandel,Rosé,beef stew,Red Meat,Indian,Heuristic pairing assessment.,Poor,0,train
Gamay (Beaujolais),Red,mac and cheese,Cheese,Chinese (Sichuan),Heuristic pairing assessment.,Good,1,train
Madeira,Fortified,caprese salad,Acidic,Greek,Deliberately bad pairing example for contrast.,Terrible,0,train
Sangiovese,Red,grilled ribeye,Red Meat,Spanish,Idealized perfect pairing example for contrast.,Excellent,1,train
Albariño,White,beef stew,Red Meat,Korean,Idealized perfect pairing example for contrast.,Excellent,1,train
Sauternes,Dessert,mushroom risotto,Vegetarian,Greek,Idealized perfect pairing example for contrast.,Excellent,1,train
Grenache,Red,citrus salad,Acidic,Greek,Acidic wine balances acidic food.,Excellent,1,train
Port,Fortified,caprese salad,Acidic,Korean,Heuristic pairing assessment.,Neutral,0,train
